playerID,name
10914,Alessandro Fontanarosa
10918,Stève Mvoué
10927,Antoine Nuss
10929,Kikín
10930,Etta Eyong
10931,Curro Muñoz
10933,Mattia Motolese
10934,Matteo Angeli
10951,Eric Monjonell
10953,Pau Victor
10955,Alex Sala
10958,Emil Kornvig
10959,Davide Merola
10960,Gabriele Guarino
10961,Gian Marco Fantoni
10962,Gabriele Indragoli
10965,Alessandro Micai
10966,Andrea Sorrentino
10978,Arvin Appiah
10979,Diego Fuoli
10980,Carlos Rojas
10989,Vicente Bellmunt Garcia
10991,Gorka Rivera
10992,Alejandro Rodriguez
11004,Terry Ablade
11009,Federico Magro
11010,Reda Boultam
11011,Jonas Nickisch
11020,Mikhail Shtepa
11028,Harvey Davies
11029,Lluc Matas
11032,Ben Knight
11033,Kaden Rodney
11037,Miguel Llabrés
11044,Ilya Belikov
11047,Mattéo Loubatières
11048,Téo Allix
11051,Nikita Gloydman
11056,Jasper Samooja
11059,Killian Phillips
11060,Giacomo Faticanti
11061,Michel Diaz
11066,Yaya Fofana
11067,Paul Bellon
11068,Matteo Fiorenza
11069,Matej Kovár
11075,Georg Strauch
11076,Rijad Smajic
11083,Dorian Ciezkowski
11085,Nikita Khlusov
11089,Jordan Robinand
11100,Gui
11106,Emilio Bernad
11110,Alejandro Iturbe
11122,Egoitz Arana
11124,Dmitri Ivannikov
11125,Martin Svidersky
11126,Robert Kwasigroch
11128,Anas Nanah
11133,Lino Sousa
11138,Costantino Favasuli
11142,Pierre Ganiou
11144,Dmitri Malykhin
11145,Stefan Parkes
11146,Ryan Trevitt
11148,Nikolaos Botis
11149,Aleksandar Stankovic
11150,Adrián Corral
11151,Marc Casadó
11153,Junior Flemmings
11160,Sammy Braybrooke
11161,Johannes Schenk
11162,Francesco Raffaelli
11164,Martial Godo
11165,Marat Kovalkov
11168,Abdullo Dzhebov
11169,Kofi Balmer
11170,Jacopo Seghetti
11171,Marko Johansson
11172,Nolan Bonte
11173,Zidane Iqbal
11175,Joshua Schwirten
11176,Daniel Katic
11177,Josué Mbila
11179,Sergio Mestre
11180,Owen Goodman
11181,Joe Wormleighton
11183,Daniel Shantaliy
11184,Nicolas Glaus
11188,Théo Borne
11189,Tristan Crama
11190,Lewis Payne
11192,Jack Wells-Morrison
11194,James Furlong
11195,Yegor Yarmolyuk
11196,Cameron Plain
11197,Matías Árbol
11198,Bartug Elmaz
11199,Egor Totsky
11201,Julius Schell
11203,Maximilian Schmid
11205,Biel Farrés
11206,Ousoumane Camara
11209,Harvey Griffiths
11210,Nathan Fraser
11211,Justin Heekeren
11212,Martín Conde
11213,Elia Tantalocchi
11214,Calvin Ramsay
11216,Rodrigo Mendoza
11217,Florian Dimmer
11218,Gabriel Marusic
11219,Luigi Cherubini
11221,Pablo Ramirez
11222,Martinelli Tommaso
11224,Lautaro Spatz
11225,Maximilian Brüll
11226,Philipp Schulze
11229,Mattis Hoppe
11230,Dale Taylor
11234,Michel Corentin
11235,Ange N'Guessan
11236,Aljoscha Kemlein
11237,Kristian Sekularac
11238,Simone Scaglia
11239,Jimmy Morgan
11240,Kadan Young
11241,Amario Cozier-Duberry
11243,Bashir Humphreys
11244,Rhys Bennett
11245,Jordan Smith
11250,Théo De Percin
11251,Matteo Makhabe
11252,Ichem Ferrah
11256,Tom Saettel
11258,Ylies Aradj
11260,Aitor Gismera
11261,Manuel Cocca
11262,Juan Navarro
11267,Diego Moreno
11270,Edhy Zuliani
11272,Nathan Butler-Oyedeji
11273,Lorenzo Villa
11275,Andrea Bozzolan
11277,Leonardo Dido
11279,Ali Dembélé
11281,Michael Kayode
11282,Lorenzo Amatucci
11283,Leonardo Colombo
11287,Alessandro Pio Riccio
11299,Devis Vásquez
11300,Dominic Sadi
11301,Daniel Adu-Adjei
11302,Michael Dacosta Gonzalez
11303,Davide Bragantini
11307,Joselito
11315,Joey Muller
11316,Euan Pollock
11330,Elias-Geoffrey Bakatukanda
11335,Leon Reichardt
11338,Ander Astralaga
11341,Salim Akkal
11347,Ryan Mbiayi
11348,Djibrail Dib
11349,Mario Martín
11352,Gabriel Tutu
11353,Leo Rouille
11364,Ben Greenwood
11365,Max Kinsey-Wellings
11368,Wanya Marçal-Madivadua
11369,Krisztián Hegyi
11372,Christian Sánchez
11373,Leonardo Pedicillo
11374,Simone Giorgeschi
11375,Pietro Candelari
11377,Tom Kaspar Berger
11381,Dawda Camara
11390,Diogo Monteiro
11391,Jeremiah Chilokoa-Mullen
11393,Sil Swinkels
11394,Oliwier Zych
11396,Sekou Lega
11397,Federico Caia
11400,Caden Clark
11402,Carlos Romero
11403,Tim-Justin Dietrich
11404,Endri Muhameti
11405,Victor Lebas
11406,Giovani Versini
11408,Lulo Dasilva
11409,Kaelan Casey
11411,Damion Downs
11413,Andrea Ferraris
11414,Javier Domínguez
11417,Mannah Chiwisa
11418,Alphadjo Cissè
11429,Ismail Dibirov
11434,Macky Bagnack
11440,Andrey Khodanovich
11441,Lovro Štubljar
11442,Pavel Bocharov
11452,Edvin Bongemba
11453,Achraf Laaziri
11456,Matvey Kislyak
11458,Pablo Valencia
11459,George Wickens
11461,Romaine Mundle
11462,George Shelvey
11463,Aaron Ciammaglichella
11464,Stan Berkani
11466,Tommaso Vannucchi
11467,Charlie Robinson
11468,Thérence Koudou
11469,Aleksandr Grigorjev
11472,Matteo Colombo
11473,Maksim Aleksandrov
11474,Timofey Mitrov
11475,Reuell Walters
11476,Nehemiah Fernandez-Veliz
11477,Hugo Lamy
11478,Nikola Sekulov
11479,Stanislav Bessmertny
11480,Maksim Balakhanov
11481,Ivan Lepskiy
11487,Michael Olakigbe
11488,James Wright
11489,Manuel Ravasio
11491,Nikita Kokarev
11492,Raúl García
11496,Adrian Cannavaro
11497,Sebastian Revan
11498,Mirko Maric
11499,Maxim Vedeneev
11501,Zakhar Fedorov
11502,Aleksandr Alhazov
11503,Marciano Sanca
11505,Aurelien Pelon
11506,Artur Zagorodnikov
11507,Travis Patterson
11508,Ishé Samuels-Smith
11509,George Abbott
11510,Joan Puig
11511,Dario Gebuhr
11512,Federico Zorzi
11513,Tom Negrel
11514,Vincenzo Cozzella
11515,Tom Louchet
11516,Théo Trinker
11517,Tony Strata
11518,Marc Jurado
11519,Nikita Bocharov
11520,Lorenzo Bernasconi
11521,Yacine Gaya
11522,Demba N'Diaye
11523,Serif Nhaga
11524,José Antonio de la Rosa
11525,Babatunde Akinsola
11526,Ryan Fage
11527,Lamine Yamal
11528,Benjamín Garay
11529,Leonardo Mendicino
11530,Mario de Luis
11531,Unai Gómez
11532,Javi Pamies
11533,Ilya Ishkov
11534,Soumaïla Sylla
11535,Veit Stange
11536,David Odogu
11537,Santiago García
11538,Raphael Lipinski
11539,Xavi Sintes
11540,Carlos Dotor
11541,Nico Paz
11542,Corentin Louakima
11543,Luis Montiel
11544,Cameron Peupion
11545,Jérémy Jacquet
11546,Matteo Falasca
11547,Aleksandar Pavlovic
11548,Liam Morrison
11549,Mohamed Touré
11550,Fallou Fall
11551,Marco Palestra
11552,Ben Touré
11553,Matthew Dibley-Dias
11554,Andres Sfait
11555,Diego González
11556,Nando Almodóvar
11557,Stanislav Cherchesov
11558,Sergey Gorshkov
11559,Lucas Laux
11560,Marcos Peña
11561,Ivan Bober
11562,Evgeniy Lukinykh
11563,Dennis Seimen
11564,Ilias Kostis
11565,Bonota Traoré
11566,Jacopo Del Bello
11567,David Semenchuk
11568,Mario Maroto
11569,Víctor Rofino
11570,Marius Herzig
11571,Imari Samuels
11572,Ivan Bikoue
11573,Aleksey Baranovskiy
11574,Bogdan Moskvichev
11575,Sean McAllister
11576,Santiago Eneme
11577,Lachezar Kotev
11578,Mauro Bandeira
11579,Amine Messoussa
11580,Yoann Beaka
11581,Florent Duparchy
11582,Kamari Doyle
11583,Dominic Ballard
11584,Ethan Wady
11585,Julien Duranville
11586,Ebenezer Akinsanmiro
11587,Alberto Centis
11588,Diego Russo
11589,Matteo Bassi
11590,Alessandro Sersanti
11591,Francisco Mwepu
11592,Nico O'Reilly
11593,Alex Robertson
11594,Shea Charles
11595,Alfie Gilchrist
11596,Junior Bita
11597,Kevin Bruno
11599,Madi Monamay
11600,Ayman Aourir
11601,Leon Köhl
11603,Joel da Silva Kiala
11604,Mert Kömür
11605,Dmitri Vasiljev
11606,Vladislav Saus
11607,Ilya Moskalenchik
11608,Georgiy Harutyunyan
11609,Gabrielle Baldi
11610,Riccardo Pagano
11611,Francisco González
11612,Alessandro Falleni
11613,Mamadou Diakhon
11614,Denis Cazzadori
11615,Lorenzo Ignacchiti
11616,Daniil Veselov
11617,Yago Alonso
11618,Samuel Amo-Ameyaw
11619,Fabio Ruggeri
11620,Rubén Quintanilla
11621,Ulvi Babaev
11622,Danila Kalin
11623,Andréa Dacourt
11624,Lucas Lavallée
11625,Alessandro Renzi
11626,Pasquale Allocca
11627,Samuel Ntanda
11628,Arttu Lötjönen
11629,Abdellah Raihani
11630,Salim El Jebari
11631,Unai Hernández
11632,Pau Prim
11633,Marc Guiu
11634,Daniel Rodríguez
11635,Tommaso Del Lungo
11636,Iacopo Regonesi
11637,Danila Gayvoronskiy
11638,Guilherme Schettine
11639,Kiki
11640,Igor Dmitriev
11641,Dmitri Burkin
11642,Mikhail Ryadno
11643,Maksim Shnaptsev
11644,Du Queiroz
11645,Ugochukwu Iwu
11646,Umarali Rahmonaliyev
11647,Igor Vujacic
11648,Ilya Rozhkov
11649,Mirlind Daku
11650,Merabi Uridia
11651,Rustamjon Ashurmatov
11652,Maksim Shiryaev
11653,Jasmin Celikovic
11654,Vladislav Volkov
11655,Mikail Akhmedov
11656,Egor Karpitskiy
11657,Nikita Saltykov
11658,Maksim Laykin
11659,Maksim Sidorov
11660,Emircan Gürlük
11661,Tomás Muro
11662,Artur Maksetsov
11663,German Ignatov
11664,Nichita Motpan
11665,Vyacheslav Dorovskikh
11666,Martin Kramaric
11667,Marcelo Alves
11668,Jurij Medvedev
11669,Nikola Radmanovac
11670,Roberto Fernández
11671,Artur Galoyan
11672,Sergey Pryakhin
11673,Tamerlan Musaev
11674,Dmitri Barkov
11675,Gedeon Guzina
11676,Ángelo Henríquez
11677,Vladislav Lazarev
11678,João Lameira
11679,Aleksandr Osipov
11680,Maksim Borisko
11681,Gocha Gogrichiani
11682,Eduard Valiakhmetov
11683,Ivan Ostojic
